1	74.5827
2	308166
4	1.20482e+06
8	2.55591e+06
16	4.73373e+06
32	1e+07
64	2.04473e+07
128	3.56546e+07
256	7.31429e+07
512	1.55152e+08
1024	7.0041e+07
2048	6.2439e+08
4096	7.78707e+08
8192	1.81641e+09
16384	3.64089e+09
32768	5.75888e+09
65536	6.79834e+09
131072	1.0996e+10
262144	4.39839e+10
524288	8.609e+10
1048576	1.85589e+11
2097152	3.72562e+11
4194304	7.20671e+11
8388608	1.44134e+12
16777216	2.88764e+12
