1	26315.8
2	2e+06
4	2e+06
8	8e+06
16	1.6e+07
32	3.2e+07
64	6.4e+07
128	526749
256	1.28e+08
512	5.12e+08
1024	3.41333e+08
2048	3.41333e+08
4096	8.192e+08
8192	2.048e+09
16384	1.36533e+09
32768	1.25548e+08
65536	5.04123e+09
131072	2.18453e+10
262144	3.2768e+10
524288	6.5536e+10
1048576	1.31072e+11
2097152	2.62144e+11
4194304	3.49525e+11
8388608	8.38861e+11
16777216	1.67772e+12
